NPI,TITLE,FAB_PROD,RET_PROD,PRODUCT,LOT,EXEC_SEQ,OPERATION,OPER_SHORT_DESC,OPER_LONG_DESC,OUT_DATE,LOT_PRIORITY_MOVEIN,AREA,MODULE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2323.0,207471,T*#8M7 HM2,T*#P1278  MT7 HARDMASK2 DEP,,,THIN FILMS,TD-DVDco
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2324.0,181872,M-#8M7HM S,M-#P1278 M7HM SCAN,,,METRO,DM-#FDK
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2325.0,181873,M-#8M7HM R,M-#P1278 M7HM REVIEW,,,METRO,DM-#SRK
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2326.0,181874,M-#8M7HM C,M-#P1278 M7HM CLASS,,,METRO,DM-CLF
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2327.0,181875,M-#8M7HM P,M-#P1278 M7HM API,,,METRO,DM-#SRK
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2328.0,238462,M-#8MT7WG,M-#P1278 MT7 SHAPE WGT,,,METRO,DM-#WGT
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2329.0,174887,W #8MT7BSC,W #P1278 A MT 7 LITHO BEVEL SCRUB,,,WET ETCH,WE-DRTcb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2330.0,174892,W #8MT7SCB,W #P1278 A METAL 7 SCRUB,,,WET ETCH,WE-DRTcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2331.0,174939,L #8MT7 CH,L #P1278 MT7 CARBON HARDMASK DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2332.0,174944,L #8MT7 SA,L #P1278 MT7 SiARC DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2333.0,243913,L #86MT7 S,L #P1278.6 MT7 SED (MT6),,,LITHO,LI-SNYli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2334.0,243508,L-#8MT7f W,L-#P1278 f MT7 DOCD MEAS,,,LITHO,LI-OCDlj
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2335.0,204366,L-#8bMT7 C,L-#P1278b MT7 DCCD MEASURE,,,LITHO,LI-SEMcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2336.0,243993,L-#8MT7fR,L-#P1278 f MT7 REG (MT6),,,LITHO,LI-REGbe
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2337.0,260464,E*#86M7HMc,E*#P1278.6 MT7 80p HM ETCH Cambrian,,,ETCH,DE-AMEct
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2338.0,242107,W #8MT7TRC,W #P1278 MT7 HMC t Trench Cleans,,,WET ETCH,WE-LEOcb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2339.0,251290,L-#86M7fHC,L-#P1278 PF MT7 f HCCD MEASURE,,,LITHO,LI-SEMcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2340.0,174902,W #8VA6BSC,W #P1278 A VIA 6 LITHO BEVEL SCRUB,,,WET ETCH,WE-DRTcb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2341.0,174907,W #8VA6SCB,W #P1278 A POST VIA 6 ILD SCRUB,,,WET ETCH,WE-DRTcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2342.0,174954,L #8VA6 CH,L #P1278 VA6 CARBON HARDMASK DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2343.0,174959,L #8VA6 SA,L #P1278 VA6 SiARC DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2344.0,243954,L #8VA6fS,"L #P1278 f VA6 SED (MT7,MT6)",,,LITHO,LI-SAVli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2345.0,174964,L #8VA6 EB,L #P1278 VA6 EBR CUT,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2346.0,204367,L-#8bVA6 C,L-#P1278b VA6 DCCD MEASURE,,,LITHO,LI-SEMcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2347.0,243985,L-#8VA6fR,"L-#P1278 f VA6 REG (MT7,MT6)",,,LITHO,LI-REGbe
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2348.0,213480,E #8VA6nST,E #P1278 NEPTUNE VIA 6 ETCH STAGING,,,ETCH,DE-GTOcs-STG
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2349.0,260428,E*#86V6NEc,E*#P1278.6 V6M7 80-80p ETCH Cambria,,,ETCH,DE-GTOcs
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2350.0,243214,W*#8MT7HR,W*#P1278 MT 7 HARD MASK REMOVAL,,,WET ETCH,WE-LEOcb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2351.0,249391,L-#8MT7fFC,L-#P1278 MT7 f FCCD MEASURE,,,LITHO,LI-SEMcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2352.0,244761,A-#8M7FC,A-#P1278 M7 FCCD NCD Measure,,,ANALYTICAL,AN-NCD-CU
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2353.0,174697,T #8MT7CuS,T #P1278 A MT 7 COPPER DEP STGING,,,THIN FILMS,TF-CSBcp-STG
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2354.0,262124,T*#86M7NbX,T*#P1278.6 M7 80p Nb BAR SEED D6,,,THIN FILMS,TF-CSBcp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2355.0,257378,T*#8MT7tEP,T*#P1278 MT7 80p Tempest plating,,,THIN FILMS,TF-EPFca
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2356.0,249050,P*#8MT7Pa,P*#P1278 MT7 80p Cu POLISH PSL,,,PLANAR,PL-PLIcs
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2357.0,188546,M-#8ECDS7,M-#P1278 M7 ECD SL MEAS,,,METRO,DM-#ECD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2358.0,245016,M-#8PM7CPS,M-#P1278 POST M7CP SCAN,,,METRO,DM-BPPcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2359.0,245017,M-#8PM7CPR,M-#P1278 POST M7CP REVIEW,,,METRO,DM-SRCcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2360.0,245018,M-#8PM7CPC,M-#P1278 POST M7CP CLASS,,,METRO,DM-CLF
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2361.0,245019,M-#8PM7CPV,M-#P1278 POST M7CP LOGIC BLOCK,,,METRO,DM-LOGIC
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2362.0,174918,T*#8V7PES,T*#P1278 V7 Prime Etch Stop,,,THIN FILMS,TD-XCLcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2363.0,244771,A-#8M7CP,A-#P1278 M7 Polish NCD Measure,,,ANALYTICAL,AN-NCD-CU
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2364.0,236048,T*#8V7ILDf,T*#P1278 VIA7 ILD DEP FALC,,,THIN FILMS,TD-HRBck
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2365.0,251575,W #8V7FSC,W #P1278 V7 Post Falcon SCRUB,,,WET ETCH,WE-DRTcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2366.0,236029,T*#8VA7UVf,T*#P1278 VA7 PF HT UV CURE FALC,,,THIN FILMS,TD-AUVcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2367.0,251576,W #8V7uFSC,W #P1278 V7 Post Falcon cure SCRUB,,,WET ETCH,WE-DRTcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2368.0,232781,T*#8M8ILtC,T*#P1278 MT8 ILD2 TEOS Oxide Cap,,,THIN FILMS,TD-DVDcl
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2369.0,174816,T*#8VA7 HM,T*#P1278 A VIA 7 HARDMASK,,,THIN FILMS,TF-CTIce
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2370.0,205362,T*#8M8 HM2,T*#P1278  MT8 HARDMASK2 DEP,,,THIN FILMS,TD-DVDco
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2371.0,238463,M-#8MT8WG,M-#P1278 MT8 SHAPE WGT,,,METRO,DM-#WGT
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2372.0,174888,W #8MT8BSC,W #P1278 A MT 8 LITHO BEVEL SCRUB,,,WET ETCH,WE-DRTcb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2373.0,174893,W #8MT8SCB,W #P1278 A METAL 8 SCRUB,,,WET ETCH,WE-DRTcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2374.0,174940,L #8MT8 CH,L #P1278 MT8 CARBON HARDMASK DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2375.0,174945,L #8MT8 SA,L #P1278 MT8 SiARC DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2376.0,243914,L #86MT8 S,L #P1278.6  MT8 SED (MT7),,,LITHO,LI-SNYli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2377.0,243509,L-#8MT8f W,L-#P1278 f MT8 DOCD MEAS,,,LITHO,LI-OCDlj
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2378.0,204369,L-#8bMT8 C,L-#P1278b MT8 DCCD MEASURE,,,LITHO,LI-SEMcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2379.0,243994,L-#8MT8fR,L-#P1278 f MT8 REG (MT7),,,LITHO,LI-REGbe
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2380.0,260465,E*#86M8HMc,E*#P1278.6 MT8 80p HM ETCH Cambrian,,,ETCH,DE-AMEct
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2381.0,242108,W #8MT8TRC,W #P1278 MT8 HMC t Trench Cleans,,,WET ETCH,WE-LEOcb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2382.0,251291,L-#86M8fHC,L-#P1278 PF MT8 f HCCD MEASURE,,,LITHO,LI-SEMcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2383.0,174903,W #8VA7BSC,W #P1278 A VIA 7 LITHO BEVEL SCRUB,,,WET ETCH,WE-DRTcb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2384.0,174908,W #8VA7SCB,W #P1278 A POST VIA 7 ILD SCRUB,,,WET ETCH,WE-DRTcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2385.0,174955,L #8VA7 CH,L #P1278 VA7 CARBON HARDMASK DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2386.0,174960,L #8VA7 SA,L #P1278 VA7 SiARC DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2387.0,243955,L #8VA7fS,"L #P1278 f VA7 SED (MT8,MT7)",,,LITHO,LI-SAVli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2388.0,174965,L #8VA7 EB,L #P1278 VA7 EBR CUT,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2389.0,204370,L-#8bVA7 C,L-#P1278b VA7 DCCD MEASURE,,,LITHO,LI-SEMcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2390.0,243986,L-#8VA7fR,"L-#P1278 f VA7 REG (MT8,MT7)",,,LITHO,LI-REGbe
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2391.0,213481,E #8VA7nST,E #P1278 NEPTUNE VIA 7 ETCH STAGING,,,ETCH,DE-GTOcs-STG
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2392.0,260429,E*#86V7NEc,E*#P1278.6 V7M8 80-80p ETCH Cambria,,,ETCH,DE-GTOcs
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2393.0,243215,W*#8MT8HR,W*#P1278 MT8 HARD MASK REMOVAL,,,WET ETCH,WE-LEOcb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2394.0,249392,L-#8MT8fFC,L-#P1278 MT8 f FCCD MEASURE,,,LITHO,LI-SEMcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2395.0,244762,A-#8M8FC,A-#P1278 M8 FCCD NCD Measure,,,ANALYTICAL,AN-NCD-CU
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2396.0,174698,T #8MT8CuS,T #P1278 A MT 8 COPPER DEP STGING,,,THIN FILMS,TF-CSBcp-STG
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2397.0,262125,T*#86M8NbX,T*#P1278.6 M8 80p Nb BAR SEED D6,,,THIN FILMS,TF-CSBcp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2398.0,257379,T*#8MT8tEP,T*#P1278 MT8 80p Tempest plating,,,THIN FILMS,TF-EPFca
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2399.0,249051,P*#8MT8Pa,P*#P1278 MT8 80p Cu POLISH PSL,,,PLANAR,PL-PLIcs
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2400.0,245020,M-#8PM8CPS,M-#P1278 POST M8CP SCAN,,,METRO,DM-BPPcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2401.0,245021,M-#8PM8CPR,M-#P1278 POST M8CP REVIEW,,,METRO,DM-SRCcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2402.0,245022,M-#8PM8CPC,M-#P1278 POST M8CP CLASS,,,METRO,DM-CLF
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2403.0,245023,M-#8PM8CPV,M-#P1278 POST M8CP LOGIC BLOCK,,,METRO,DM-LOGIC
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2404.0,174919,T*#8V8PES,T*#P1278 V8 Prime Etch Stop,,,THIN FILMS,TD-XCLcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2405.0,244772,A-#8M8CP,A-#P1278 M8 Polish NCD Measure,,,ANALYTICAL,AN-NCD-CU
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2406.0,236049,T*#8V8ILDf,T*#P1278 VIA8 ILD DEP FALC,,,THIN FILMS,TD-HRBck
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2407.0,251577,W #8V8FSC,W #P1278 V8 Post Falcon SCRUB,,,WET ETCH,WE-DRTcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2408.0,236030,T*#8VA8UVf,T*#P1278 VA8 PF HT UV CURE FALC,,,THIN FILMS,TD-AUVcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2409.0,251578,W #8V8uFSC,W #P1278 V8 Post Falcon cure SCRUB,,,WET ETCH,WE-DRTcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2410.0,232782,T*#8M9ILtC,T*#P1278 MT9 ILD2 TEOS Oxide Cap,,,THIN FILMS,TD-DVDcl
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2411.0,174817,T*#8VA8 HM,T*#P1278 A VIA 8 HARDMASK,,,THIN FILMS,TF-CTIce
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2412.0,205771,T*#8M9 HM2,T*#P1278  MT9 HARDMASK2 DEP,,,THIN FILMS,TD-DVDco
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2413.0,238464,M-#8MT9WG,M-#P1278 MT9 SHAPE WGT,,,METRO,DM-#WGT
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2414.0,174889,W #8MT9BSC,W #P1278 A MT 9 LITHO BEVEL SCRUB,,,WET ETCH,WE-DRTcb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2415.0,174894,W #8MT9SCB,W #P1278 A METAL 9 SCRUB,,,WET ETCH,WE-DRTcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2416.0,174941,L #8MT9 CH,L #P1278 MT9 CARBON HARDMASK DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2417.0,174946,L #8MT9 SA,L #P1278 MT9 SiARC DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2418.0,243915,L #86MT9 S,L #P1278.6 MT9 SED (MT8),,,LITHO,LI-SNYli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2419.0,243510,L-#8MT9f W,L-#P1278 f MT9 DOCD MEAS,,,LITHO,LI-OCDlj
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2420.0,204372,L-#8bMT9 C,L-#P1278b MT9 DCCD MEASURE,,,LITHO,LI-SEMcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2421.0,243995,L-#8MT9fr,L-#P1278 f MT9 REG (MT8),,,LITHO,LI-REGbe
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2422.0,260466,E*#86M9HMc,E*#P1278.6 MT9 80p HM ETCH Cambrian,,,ETCH,DE-AMEct
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2423.0,242109,W #8MT9TRC,W #P1278 MT9 HMC t Trench Cleans,,,WET ETCH,WE-LEOcb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2424.0,251292,L-#86M9fHC,L-#P1278 PF MT9 f HCCD MEASURE,,,LITHO,LI-SEMcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2425.0,174827,M-#8M9CL S,M-#P1278 POST MT 9 CLEAN SCAN,,,METRO,DM-#FDB
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2426.0,174832,M-#8M9CL R,M-#P1278 POST MT 9 CLEAN REV,,,METRO,DM-#SRK
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2427.0,174837,M-#8M9CL C,M-#P1278 POST MT 9 CLEAN CLASS,,,METRO,DM-CLF
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2428.0,229171,M-#8M9CL V,M-#P1278 M9CL LOGIC BLOCK,,,METRO,DM-LOGIC
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2429.0,174904,W #8VA8BSC,W #P1278 A VIA 8 LITHO BEVEL SCRUB,,,WET ETCH,WE-DRTcb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2430.0,174909,W #8VA8SCB,W #P1278 A POST VIA 8 ILD SCRUB,,,WET ETCH,WE-DRTcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2431.0,174956,L #8VA8 CH,L #P1278 VA8 CARBON HARDMASK DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2432.0,174961,L #8VA8 SA,L #P1278 VA8 SiARC DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2433.0,243956,L #8VA8fS,"L #P1278 f VA8 SED (MT9,MT8)",,,LITHO,LI-SAVli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2434.0,174966,L #8VA8 EB,L #P1278 VA8 EBR CUT,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2435.0,204373,L-#8bVA8 C,L-#P1278b VA8 DCCD MEASURE,,,LITHO,LI-SEMcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2436.0,243987,L-#8VA8fR,"L-#P1278 f VA8 REG (MT9,MT8)",,,LITHO,LI-REGbe
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2437.0,213482,E #8VA8nST,E #P1278 NEPTUNE VIA 8 ETCH STAGING,,,ETCH,DE-GTOcs-STG
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2438.0,260430,E*#86V8NEc,E*#P1278.6 V8M9 80-80p ETCH Cambria,,,ETCH,DE-GTOcs
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2439.0,243216,W*#8MT9HR,W*#P1278 MT9 HARD MASK REMOVAL,,,WET ETCH,WE-LEOcb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2440.0,249393,L-#8MT9fFC,L-#P1278 MT9 f FCCD MEASURE,,,LITHO,LI-SEMcu
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2441.0,174874,M-#8M9FC S,M-#P1278 POST MT 9 FINAL CHECK SCAN,,,METRO,DM-#FDB
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2442.0,174879,M-#8M9FC R,M-#P1278 POST MT 9 FINAL CHECK REV,,,METRO,DM-#SRK
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2443.0,174884,M-#8M9FC C,M-#P1278 POST MT 9 FINAL CHEK CLASS,,,METRO,DM-CLF
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2444.0,229176,M-#8M9FC V,M-#P1278 M9FC LOGIC BLOCK,,,METRO,DM-LOGIC
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2445.0,244763,A-#8M9FC,A-#P1278 M9 FCCD NCD Measure,,,ANALYTICAL,AN-NCD-CU
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2446.0,174699,T #8MT9CuS,T #P1278 A MT 9 COPPER DEP STGING,,,THIN FILMS,TF-CSBcp-STG
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2447.0,262126,T*#86M9NbX,T*#P1278.6 M9 80p Nb BAR SEED D6,,,THIN FILMS,TF-CSBcp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,2448.0,257380,T*#8MT9tEP,T*#P1278 MT9 80p Tempest plating,,,THIN FILMS,TF-EPFca
